X,Y,OBJECTID,KC_Fac_FID,F_Name,F_Type,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType
-122.327494866533,47.4452778675929,6595,11614,Garbage Can,Garbage Can,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.328428739148,47.4439875049363,6596,11615,Garbage Can,Garbage Can,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.195224021184,47.5371050748534,6597,11616,Garbage Can,Garbage Can,Lake Washington Trail Site,Trail Site Regional,Washington State DOT,State,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.194815380642,47.5382331599485,6598,11617,Garbage Can,Garbage Can,Lake Washington Trail Site,Trail Site Regional,Washington State DOT,State,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.195983831823,47.5473809535366,6599,11618,Garbage Can,Garbage Can,Lake Washington Trail Site,Trail Site Regional,Washington State DOT,State,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.187229966261,47.5639713158615,6600,11619,Garbage Can,Garbage Can,Lake Washington Trail Site,Trail Site Regional,Washington State DOT,State,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.180348219114,47.5688038023301,6601,11620,Garbage Can,Garbage Can,Lake Washington Trail Site,Trail Site Regional,Washington State DOT,State,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.121294058358,47.6639920137086,6602,11621,Garbage Can,Garbage Can,Marymoor Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.113565880167,47.6640429834511,6603,11622,Garbage Can,Garbage Can,Marymoor Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.106505157284,47.6610368199576,6604,11623,Garbage Can,Garbage Can,Marymoor Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.097641484106,47.6613612026723,6605,11624,Garbage Can,Garbage Can,Marymoor Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.850778768263,47.5438966327882,6606,11625,Garbage Can,Garbage Can,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.870710597825,47.5485849385745,6607,11626,Garbage Can,Garbage Can,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.886647141027,47.5507964030519,6608,11627,Garbage Can,Garbage Can,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.88850092265,47.5506472213645,6609,11628,Garbage Can,Garbage Can,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.902889728873,47.5444411106906,6610,11629,Garbage Can,Garbage Can,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.932781472708,47.5222954953503,6611,11630,Garbage Can,Garbage Can,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.027762864157,47.6773933034429,6612,11631,Garbage Can,Garbage Can,Redmond Ridge Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.032236063253,47.6798432719244,6613,11632,Garbage Can,Garbage Can,Redmond Ridge Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.033330696196,47.6828725006402,6614,11633,Garbage Can,Garbage Can,Redmond Ridge Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.028498923202,47.7206934974141,6615,11634,Garbage Can,Garbage Can,Redmond Ridge Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.209585207135,47.755365164032,6616,11635,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.20491349655,47.7583071916588,6617,11636,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.204897611949,47.7583106619005,6618,11637,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.173761029156,47.7573433091597,6619,11638,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.166666346454,47.7533789282669,6620,11639,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.162913621388,47.7488371444615,6621,11640,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.154150728411,47.7432279096491,6622,11641,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.149094178824,47.7364274071119,6623,11642,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.146386861465,47.7352340426261,6624,11643,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.146094157663,47.7350439093706,6625,11644,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.145146253711,47.7332002411684,6626,11645,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.142868289353,47.7297304698639,6627,11646,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143479589675,47.7024582381287,6628,11647,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.137166974893,47.6926627821939,6629,11648,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.132373258537,47.6873617059427,6630,11649,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.131958449538,47.6799535484809,6631,11650,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.132014920395,47.6765017134018,6632,11651,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.131867936078,47.6778813463247,6633,11652,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.129114488612,47.6709318303831,6634,11653,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.125964268278,47.6625686901262,6635,11654,Garbage Can,Garbage Can,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.799348875031,47.5196671236364,6636,11655,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.782786702172,47.4975208908971,6637,11656,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.782781010062,47.4975168931138,6638,11657,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.746020560491,47.4751345033963,6639,11658,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.865714106652,47.5679111268334,6640,11659,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.989149462762,47.7393749439463,6641,11660,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.990593999625,47.7324853658997,6642,11661,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.907370741062,47.6517675014498,6643,11662,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.907222701737,47.6411970070263,6644,11663,Garbage Can,Garbage Can,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.142575898269,47.386270279361,6645,11664,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.175361926796,47.4299148534756,6646,11665,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.174875786797,47.4298125487323,6647,11666,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.173757390676,47.4271923412393,6648,11667,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.166914114593,47.4214343200601,6649,11668,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.159264147567,47.4128998389742,6650,11669,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.158539015463,47.4012150400921,6651,11670,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.149015539203,47.3889201379779,6652,11671,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.141450668931,47.3784618016748,6653,11672,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143171545572,47.3701830095852,6654,11673,Garbage Can,Garbage Can,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.135181639462,47.6898414774618,6655,11674,Garbage Can,Garbage Can,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.132690092808,47.6834489415263,6656,11675,Garbage Can,Garbage Can,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.285722120656,47.7358234467503,6657,11676,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.285708662623,47.7359581772518,6658,11677,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.286380275122,47.7377407802727,6659,11678,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.286421752053,47.7379116233016,6660,11679,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.286317060765,47.7382052433981,6661,11680,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.286242094979,47.738332622,6662,11681,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.286119498099,47.7384727952136,6663,11682,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.28597269362,47.7386850433497,6664,11683,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.285126418769,47.73982312456,6665,11684,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.285038908001,47.7399744279125,6666,11685,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284714801661,47.7407909846011,6667,11686,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284621232442,47.7408920290952,6668,11687,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284611007018,47.7412479205765,6669,11688,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284598641528,47.7414367070747,6670,11689,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284606354217,47.7417529587395,6671,11690,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284599751865,47.74188915511,6672,11691,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284622100287,47.7420573876815,6673,11692,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.284580574249,47.742894309008,6674,11693,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.283191490771,47.7476958032469,6675,11694,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.283106414877,47.7478844426653,6676,11695,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.280331823763,47.7516701205207,6677,11696,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.280216842883,47.7518070574,6678,11697,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.279959971705,47.751937276699,6679,11698,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.279748430425,47.7519479225737,6680,11699,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.276489439529,47.7532655695526,6681,11700,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.276363175887,47.7533838489643,6682,11701,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.276106304938,47.7534733111651,6683,11702,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.275875258743,47.7535071465554,6684,11703,Light Pole,Light/Light Pole,Burke-Gilman Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.042676036489,47.5487762826546,6685,11704,Light Pole,Light/Light Pole,East Lake Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.244716303018,47.4675694733457,6686,11705,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.244949031254,47.4677270265494,6687,11706,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.244945496492,47.4677894060361,6688,11707,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.245028533241,47.4677853034552,6689,11708,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.245163680817,47.4679916237847,6690,11709,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.245291974211,47.4680450338504,6691,11710,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.269562974518,47.4883191685508,6692,11711,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.246568614025,47.4562940764329,6693,11712,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.246787430347,47.4564174994906,6694,11713,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.247251011555,47.4572333571535,6695,11714,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.247243405966,47.4574966985167,6696,11715,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.24713121557,47.4577599146197,6697,11716,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.247018146819,47.457938884106,6698,11717,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.246852960139,47.458111361387,6699,11718,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.245952833892,47.4589042188012,6700,11719,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.245848758962,47.4591044965616,6701,11720,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.246210256715,47.4591828243727,6702,11721,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.246663844617,47.4591397693639,6703,11722,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.246954626109,47.4590129591376,6704,11723,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.247356933819,47.4590004521928,6705,11724,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.247715425403,47.4590531274545,6706,11725,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.247941809783,47.4591496063006,6707,11726,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.248175529686,47.459261917122,6708,11727,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.249182924417,47.4631220854846,6709,11728,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.249158744382,47.4633175608257,6710,11729,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.249258759567,47.4639077056116,6711,11730,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.249295773936,47.4642628408453,6712,11731,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.249191682991,47.4645659451851,6713,11732,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.249093521277,47.4648289881583,6714,11733,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.249189864347,47.4648611076586,6715,11734,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.24861855253,47.4653133895814,6716,11735,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.248254390394,47.4660452121296,6717,11736,Light Pole,Light/Light Pole,Green River Trail Site - Tukwila,Trail Site Regional,City of Tukwila,City,King County Parks and Recreation,King County Parks,City of Tukwila,City
-122.23936142098,47.3077851902869,6718,11737,Light Pole,Light/Light Pole,Interurban Trail Site - Auburn,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Auburn,City
-122.239370548538,47.3076951073435,6719,11738,Light Pole,Light/Light Pole,Interurban Trail Site - Auburn,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Auburn,City
-122.241690811473,47.3779019023361,6720,11739,Light Pole,Light/Light Pole,Interurban Trail Site - Kent,Trail Site Regional,Puget Sound Energy,Other Government,King County Parks and Recreation,King County Parks,City of Kent,City
-122.326195383318,47.4531905648836,6721,11740,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.326296975853,47.4528470723549,6722,11741,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.326385632114,47.4525421311916,6723,11742,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.326529031641,47.452021575731,6724,11743,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.3266287936,47.4516817949486,6725,11744,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
-122.326743577211,47.4512782662307,6726,11745,Light Pole,Light/Light Pole,Lake to Sound Trail - Burien,Trail (Regional),City of Burien,City,King County Parks and Recreation,King County Parks,City of Burien,City
